cust_id	cust_name
c02039682	sympatico hse
c02042427	nexicom inc.
c02044261	isp canada
c02062886	bell mobility
c02078074	skyrider networks
c02084410	digexone communications
c02094567	sympatico hse
c02106734	roxy software
c02113792	greenland information technology
c02133939	acn digital phone service
c02138487	rogers cable inc. hnsn
c02138511	rogers cable inc. bloor
c02138616	rogers cable inc. bloor
c02138662	rogers cable inc. bloor
c02138688	rogers cable inc. ajax
c02138694	rogers cable inc. ajax
c02138697	rogers cable inc. ajax
c02138757	rogers cable inc. basp
c02138769	rogers cable inc. basp
c02138845	rogers cable inc. hnsn
c02138911	rogers cable inc. hnsn
c02138919	rogers cable inc. hnsn
c02138923	rogers cable inc. hnsn
c02138958	rogers cable inc. hnsn
c02138966	rogers cable inc. clwd
c02139103	rogers cable inc. ktgc
c02139120	rogers cable inc. ktgc
c02139134	rogers cable inc. ktgc
c02139163	rogers cable inc. grnsbr
c02139234	rogers cable inc. glph2
c02139248	rogers cable inc. glph2
c02139273	rogers cable inc. brntfd
c02139293	rogers cable inc. kwkw
c02139338	rogers cable inc. lndn
c02139358	rogers cable inc. lndn
c02139374	rogers cable inc. lndn
c02139387	rogers cable inc. lndn
c02139452	rogers cable inc. mtmk
c02139520	rogers cable inc. mtmc
c02139579	rogers cable inc. mrmch
c02139605	rogers cable inc. nbmn
c02139624	rogers cable inc. mtnk
c02139654	rogers cable inc. mtnk
c02139874	rogers cable inc. slnt
c02139903	rogers cable inc. pr
c02139917	rogers cable inc. pr
c02139923	rogers cable inc. pr
c02139934	rogers cable inc. pr
c02139958	rogers cable inc. nbsj
c02140023	rogers cable inc. etob
c02140033	rogers cable inc. etob
c02140129	rogers cable inc. wlfdle
c02140133	rogers cable inc. wlfdle
c02140162	rogers cable inc. wlfdle
c02140174	rogers cable inc. wlfdle
c02140188	rogers cable inc. wlfdle
c02140193	rogers cable inc. wlfdle
c02140202	rogers cable inc. wlfdle
c02140297	rogers cable inc. mtwd
c02140326	rogers cable inc. ym
c02140345	rogers cable inc. ym
c02140347	rogers cable inc. ym
c02140435	rogers cable inc. ym
c02140874	tbaytel
c02157039	sympatico hse
c02170039	rogers cable inc. bloor
c02170043	rogers cable inc. bloor
c02170075	rogers cable inc. bloor
c02170225	rogers cable inc. bloor
c02170230	rogers cable inc. bloor
c02170249	rogers cable inc. bloor
c02170278	rogers cable inc. bloor
c02170279	rogers cable inc. bloor
c02170344	rogers cable inc. bloor
c02170345	rogers cable inc. bloor
c02170357	rogers cable inc. bloor
c02170371	rogers cable inc. ajax
c02170390	rogers cable inc. ajax
c02170419	rogers cable inc. ajax
c02170422	rogers cable inc. ajax
c02170450	rogers cable inc. ajax
c02170467	rogers cable inc. ajax
c02170475	rogers cable inc. ajax
c02170481	rogers cable inc. ajax
c02170521	rogers cable inc. ajax
c02170522	rogers cable inc. ajax
c02170542	rogers cable inc. baal
c02170549	rogers cable inc. baal
c02170591	rogers cable inc. basp
c02170605	rogers cable inc. bawk
c02170650	rogers cable inc. bbrsfd
c02170691	rogers cable inc. hnsn
c02170700	rogers cable inc. hnsn
c02170701	rogers cable inc. hnsn
c02170759	rogers cable inc. hnsn
c02170793	rogers cable inc. hnsn
c02170886	rogers cable inc. flfrd
c00001890	stentor canadian network management
c00002886	itn corporation
c00003580	bell sygma systems management inc
c00009316	gtis
c00009319	gtis
c00013260	carco
c00028182	virtual servers
c00047475	big guppy
c00060442	videotron ltee
c00061059	videotron ltee
c00061069	videotron ltee
c00061090	videotron ltee
c00085336	videotron ltee
c00085372	videotron ltee
c00085376	videotron ltee
c00085401	videotron ltee
c00104816	videotron ltee
c00104868	videotron ltee
c00129988	videotron ltee
c00147366	videotron ltee
c00148476	videotron ltee
c00148766	nsi web corporation
c00158344	videotron ltee
c00160406	videotron ltee
c00170313	videotron ltee
c00183671	nurun
c00202075	videotron ltee
c00202102	videotron ltee
c00217985	videotron ltee
c00218214	videotron ltee
c00218220	videotron ltee
c00236820	fitness depot
c00419232	litowitz pettle & shain barristers and solicitors
c00503858	videotron ltee
c00503902	videotron ltee
c00503936	videotron ltee
c00503947	videotron ltee
c00503962	videotron ltee
c00503972	videotron ltee
c00506572	videotron ltee
c00506573	videotron ltee
c00506576	videotron ltee
c00506661	videotron ltee
c00506702	videotron ltee
c00507004	videotron ltee
c00507312	videotron ltee
c00507351	videotron ltee
c00507365	videotron ltee
c00507368	videotron ltee
c00507380	videotron ltee
c00509052	videotron ltee
c00517480	videotron ltee
c00517486	videotron ltee
c00531651	bell canada - david egerland i. m.
c00631375	videotron ltee
c00631391	videotron ltee
c00633282	solution mega quebec
c00649094	doteasy technology inc.
c00690441	videotron ltee
c00691289	air canada
c00692622	ivaco rolling mills
c00718255	rogers cable inc. mtmk
c00782095	cronomagic canada inc.
c00806426	videotron ltee
c00806429	videotron ltee
c00806480	videotron ltee
c00809311	eboundary
c00869550	mike myers bell canada
c00890917	mts internet
c00893651	trader media corp.
c00973555	videotron ltee
c00973586	videotron ltee
c00973680	videotron ltee
c00973766	videotron ltee
c00973797	videotron ltee
c00973800	videotron ltee
c00973817	videotron ltee
c00973854	videotron ltee
c00973926	videotron ltee
c00974065	videotron ltee
c00974070	videotron ltee
c00974076	videotron ltee
c00979706	grande prairie cpe
c00987093	phxx.net
c00999931	sympatico hse
c01029970	ralcomm wetaskiwin
c01033161	sympatico hse
c01037836	sympatico hse
c01065447	gracious living corporation
c01080975	federal office of regional development (quebec)
c01081241	canada post corp.
c01081246	canada post corp.
c01081253	canada post corp.
c01081321	canada post corp.
c01081332	canada post corp.
c01081357	canada post corp.
c01081367	canada post corp.
c01081422	canada post corp.
c01081429	canada post corp.
c01081448	canada post corp.
c01081490	canada post corp.
c01081534	canada post corp.
c01081549	canada post corp.
c01081555	canada post corp.
c01081621	canada post corp.
c01081647	canada post corp.
c01081649	canada post corp.
c01088038	galafilm inc
c01114696	videotron ltee
c01134314	persona communications inc.
c01165519	logix data
c01197363	videotron ltee
c01197366	videotron ltee
c01197383	videotron ltee
c01199749	videotron ltee
c01199817	videotron ltee
c01202082	sympatico hse
c01207104	sympatico hse
c01207258	sympatico hse
c01223663	sympatico hse
c01228279	delta dccnet high speed internet
c01228292	delta dccnet high speed internet
c01237385	wiband communications
c01256770	high speed fx communications inc.
c01256781	high speed fx communications inc.
c01291754	sympatico hse
c01297039	videotron ltee
c01297077	videotron ltee
c01297097	videotron ltee
c01297211	videotron ltee
c01297244	videotron ltee
c01297278	videotron ltee
c01297334	videotron ltee
c01297347	videotron ltee
c01297360	videotron ltee
c01297426	videotron ltee
c01297461	videotron ltee
c01297508	videotron ltee
c01297529	videotron ltee
c01297544	videotron ltee
c01297545	videotron ltee
c01307615	saturn saab isuzu rive-sud
c01328393	videotron ltee
c01328613	videotron ltee
c01328616	videotron ltee
c01350349	cyber beach communications
c01359336	videotron ltee
c01359403	videotron ltee
c01359412	videotron ltee
c01359415	videotron ltee
c01390450	videotron ltee
c01401177	bluewater tv cable, limited
c01447398	vastcom networks
c01451196	spm telecom
c01453288	modern digital communication inc.
c01503759	cyberverse
c01508757	sympatico hse
c01508820	sympatico
c01519456	aurora online inc.
c01519799	wiband communications corp.
c01519802	community networks
c01520549	region of peel - knightsbridge
c01546979	videotron ltee
c01546980	videotron ltee
c01547004	videotron ltee
c01547082	videotron ltee
c01547088	videotron ltee
c01547107	videotron ltee
c01547128	videotron ltee
c01547162	videotron ltee
c01547169	videotron ltee
c01547180	videotron ltee
c01547204	videotron ltee
c01547231	videotron ltee
c01547263	videotron ltee
c01547303	videotron ltee
c01591685	anx (bac inc)
c01591729	anx (bac inc)
c01601062	meetromanian
c01602802	sympatico hse
c01608956	greg howard
c01670793	boboli holdings inc. - hayes forestation
c01672954	sympatico hse
c01692074	sympatico hse
c01693424	sympatico hse
c01693632	dowco internet.com
c01707574	tank sports inc
c01719631	sympatico hse
c01728253	tbaytel
c01728422	tbaytel
c01728581	cocoon furnishings
c01762997	netfone services inc
c01765190	w3 connex inc.
c01765493	videotron ltee
c02500102	b2b2c inc
c02504224	scott hall
c02504256	neolore networks
c02528900	sun life financial
c02537162	4544188 canada inc.
c02581805	i-routes telecom
c02616049	mmc networks limited
c02616503	agentwhite inc.
c02619687	kenaidan ho mississauga
c02647496	hostemo technology sdn bhd
c02648533	p mcdougall consulting
c02676318	clearstream internet
c02676319	clearstream internet
c02676320	07 networks inc
c02676577	binarics gmbh
c02688430	i3logix
c02701056	videotron ltee
c02701079	videotron ltee
c02701102	videotron ltee
c02701168	videotron ltee
c02701195	videotron ltee
c02701257	videotron ltee
c02701270	videotron ltee
c02701326	videotron ltee
c02701410	videotron ltee
c02701420	videotron ltee
c02701438	videotron ltee
c02701441	videotron ltee
c02701471	videotron ltee
c02701476	videotron ltee
c02701571	videotron ltee
c02701578	videotron ltee
c02701591	videotron ltee
c02701603	videotron ltee
c02701620	videotron ltee
c02701642	videotron ltee
c02701673	videotron ltee
c02701707	videotron ltee
c02701728	videotron ltee
c02701740	videotron ltee
c02701760	videotron ltee
c02701801	videotron ltee
c02701858	videotron ltee
c02701876	videotron ltee
c02701884	videotron ltee
c02701886	videotron ltee
c02701888	videotron ltee
c02701890	videotron ltee
c02701912	videotron ltee
c02701913	videotron ltee
c02701922	videotron ltee
c02703476	videotron ltee
c02705588	sympatico hse
c02706260	videotron ltee
c02706314	videotron ltee
c02706450	videotron ltee
c02706650	videotron ltee
c02706726	videotron ltee
c02706785	videotron ltee
c02706812	videotron ltee
c02706819	videotron ltee
c02706833	videotron ltee
c02706847	videotron ltee
c02706898	videotron ltee
c02706938	videotron ltee
c02707016	videotron ltee
c02707128	videotron ltee
c02707130	videotron ltee
c02707199	videotron ltee
c02707200	videotron ltee
c02707226	videotron ltee
c02707256	videotron ltee
c02707351	videotron ltee
c02707359	videotron ltee
c02707369	videotron ltee
c02707373	videotron ltee
c02707413	videotron ltee
c02707490	videotron ltee
c02707582	videotron ltee
c02707591	videotron ltee
c02707649	videotron ltee
c02707873	videotron ltee
c02707895	videotron ltee
c02707926	videotron ltee
c02707949	videotron ltee
c02708008	videotron ltee
c02708013	videotron ltee
c02708024	videotron ltee
c02708026	videotron ltee
c02708056	videotron ltee
c02708067	videotron ltee
c02708139	videotron ltee
c02708169	videotron ltee
c02708211	videotron ltee
c02708217	videotron ltee
c02708264	videotron ltee
c02708274	videotron ltee
c02708284	videotron ltee
c02708287	videotron ltee
c02708363	videotron ltee
c02708384	videotron ltee
c02708408	videotron ltee
c02708419	videotron ltee
c02708422	videotron ltee
c02708459	videotron ltee
c02708465	videotron ltee
c02708471	videotron ltee
c02716546	tbaytel
c02723366	peak advertising
c02734391	one exchange corp.
c02751264	storm internet services
c02755433	eastlink hsi
c02755451	eastlink hsi
c02755467	eastlink hsi
c02755477	eastlink hsi
c02756393	eastlink hsi
c02756640	eastlink hsi
c02756758	primus canada ltd.
c02765710	primus canada ltd
c02786193	internet access solutions
c02790147	myinternetservices
c02797351	cardinal health
c02800312	systems interactive
c02801695	kpr peterborough
c02841321	primus canada ltd
c02851490	tenrox
c02870808	robson communications inc
c02873520	videotron ltee
c02873642	videotron ltee
c02873646	videotron ltee
c02873650	videotron ltee
c02873680	videotron ltee
c02873689	videotron ltee
c02873790	videotron ltee
c02873827	videotron ltee
c02873848	videotron ltee
c02873865	videotron ltee
c02873902	videotron ltee
c02873909	videotron ltee
c02873954	videotron ltee
c02873967	videotron ltee
c02874029	videotron ltee
c02874041	videotron ltee
c02877125	crocweb
c02879897	wajam
c02880059	hito dist. de veiculos ltda
c02883661	eat sleep music corp
c02887752	palm management corp
c02888699	stockhouse publishing
c02895182	iweb dedicated cl
c02895875	le groupe montrealsoft inc.
c02901019	eastlink hsi
c02901607	eastlink hsi
c02901765	eastlink hsi
c02901774	eastlink hsi
c02906032	eastlink hsi
c02906427	videotron ltee
c02906446	videotron ltee
c02906455	videotron ltee
c02906478	videotron ltee
c02906492	videotron ltee
c02928000	wgi westman group inc.
c02949545	acme future security controls inc
c02954215	eastlink hsi
c02962876	idigital internet inc
c02962889	idigital internet inc
c02981951	commission scolaire du fleuve et des lacs
c02982633	videotron ltee
c02982638	videotron ltee
c02982683	videotron ltee
c02982684	videotron ltee
c02982734	videotron ltee
c02982758	videotron ltee
c02982771	videotron ltee
c02982785	videotron ltee
c02982802	videotron ltee
c02982858	videotron ltee
c03090494	mahwah honda
c03090557	nolimits internet solutions inc.
c03092728	eastlink hsi
c03103128	b2b2c inc
c03103790	iweb technologies
c03105109	iweb-ne - ne-r005-01sh
c03107759	planethoster france
c03122403	videotron ltee
c03129486	sterling karamar
c03132234	videotron ltee
c03200882	williams communication
c03206952	jam industries
c03207119	videotron ltee
c03207135	videotron ltee
c03207141	videotron ltee
c03207184	videotron ltee
c03207189	videotron ltee
c03207202	videotron ltee
c03232411	cogeco cable inc.
c03280371	ecmi management inc.
c03336208	ricoh canada
c03343665	pareto
c01392284	system access solution
c01392288	system access solution
c01392290	system access solution
c01418957	law chambers management
c01428452	tio networks
c01439436	sympatico hse
c01439495	group telecom
c01439524	group telecom
c01441768	sympatico hse
c01447345	smartbox equipments inc.
c01453175	messaging direct ltd.
c01464486	compton communications
c01474443	setupahost
c01479316	pattison outdoor advertising
c01504592	sympatico hse
c01506694	synerdev inc.
c01508727	sympatico
c01508728	sympatico
c01508732	sympatico
c01508735	sympatico
c01508773	sympatico
c01508818	sympatico
c01534779	rogers cable inc. bcvan
c01547045	videotron ltee
c01547111	videotron ltee
c01547153	videotron ltee
c01547184	videotron ltee
c01547202	videotron ltee
c01547259	videotron ltee
c01547282	videotron ltee
c01547291	videotron ltee
c01547313	videotron ltee
c01553648	persona communications
c01569185	rogers cable inc. wlfdle
c01572075	worldchat internet services
c01585258	cablevision du nord de quebec
c01585262	cablevision du nord de quebec
c01587288	sympatico hse
c01591722	anx (bac inc)
c01659133	radiant communications - staff - chris hales
c01672950	sympatico hse
c01691200	le relais telephonique enr
c01692095	sympatico hse
c01707565	hosting metro
c01710389	sympatico hse
c01731680	mecca internet solutions ltd.
c01765517	videotron ltee
c01765546	videotron ltee
c01765685	videotron ltee
c01765731	videotron ltee
c01765776	videotron ltee
c01765837	videotron ltee
c01765842	videotron ltee
c01766135	videotron ltee
c01766184	videotron ltee
c01776426	nexicom inc.
c01828204	qitx inc.
c01843491	tim hortons us sites
c01847385	videotron ltee
c01847456	videotron ltee
c01847500	videotron ltee
c01847580	videotron ltee
c01847676	videotron ltee
c01895546	netdigix systems inc.
c01896739	toronto hydro telecom inc
c01904337	entertainment networks limited
c01910527	hillside
c01914892	bibrs web solutions
c01916395	partownet co.
c01934037	nexicom inc.
c01959519	online backup inc
c02015535	videotron ltee
c02015536	videotron ltee
c02015544	videotron ltee
c02018854	sympatico hse
c02041664	sympatico hse
c02042213	sungard investment systems (59
c02062888	bell mobility
c02087956	sungard avantgard
c02104861	angiotech pharmaceuticals
c02113329	eternal hr services pvt. ltd.
c02113716	anton revyako
c02114649	ellement
c02114782	mofirst
c02136071	fujitsu
c02138600	rogers cable inc. bloor
c02138608	rogers cable inc. bloor
c02138631	rogers cable inc. bloor
c02138639	rogers cable inc. bloor
c02138650	rogers cable inc. bloor
c02138770	rogers cable inc. basp
c02138775	rogers cable inc. basp
c02138791	rogers cable inc. bawk
c02138824	rogers cable inc. hnsn
c02138865	rogers cable inc. hnsn
c02138880	rogers cable inc. hnsn
c02138894	rogers cable inc. hnsn
c02138917	rogers cable inc. hnsn
c02138953	rogers cable inc. hnsn
c02138980	rogers cable inc. flfrd
c02139089	rogers cable inc. ktgc
c02139092	rogers cable inc. ktgc
c02139106	rogers cable inc. ktgc
c02139139	rogers cable inc. ktgc
c02139198	rogers cable inc. grnsbr
c02139235	rogers cable inc. glph2
c02139289	rogers cable inc. kwkw
c02139294	rogers cable inc. kwkw
c02139395	rogers cable inc. brntfd
c02139421	rogers cable inc. mtmk
c02139481	rogers cable inc. mtmc
c02139488	rogers cable inc. mtmc
c02139523	rogers cable inc. mtmc
c02139525	rogers cable inc. mtmc
c02139538	rogers cable inc. mtmc
c02139564	rogers cable inc. mtmc
c02139616	rogers cable inc. mtnk
c02139625	rogers cable inc. mtnk
c02139627	rogers cable inc. mtnk
c02139672	rogers cable inc. mtnk
c02139698	rogers cable inc. nmkt2
c02139711	rogers cable inc. nmkt2
c02139744	rogers cable inc. rchrd
c02139748	rogers cable inc. rchrd
c02139759	rogers cable inc. rchrd
c02139807	rogers cable inc. slnt
c02139809	rogers cable inc. slnt
c02139864	rogers cable inc. slnt
c02139865	rogers cable inc. slnt
c02139867	rogers cable inc. slnt
c02139891	rogers cable inc. popf
c02139920	rogers cable inc. pr
c02139992	rogers cable inc. etob
c02140019	rogers cable inc. etob
c02140050	rogers cable inc. etob
c02140098	rogers cable inc. nfsj
c02140099	rogers cable inc. nfsj
c02140100	rogers cable inc. nfsj
c02140116	rogers cable inc. strfrd2
c02140130	rogers cable inc. wlfdle
c02140244	rogers cable inc. wlfdle
c02140249	rogers cable inc. wlfdle
c02140253	rogers cable inc. wlfdle
c02140264	rogers cable inc. mtwd
c02140315	rogers cable inc. wdstck1
c02140327	rogers cable inc. ym
c02140364	rogers cable inc. ym
c02140375	rogers cable inc. ym
c02140432	rogers cable inc. ym
c02164200	sympatico hse
c02170031	private customers - ptp broadband
c02170041	rogers cable inc. bloor
c02170100	rogers cable inc. bloor
c02170205	rogers cable inc. bloor
c02170224	rogers cable inc. bloor
c02170251	rogers cable inc. bloor
c02170261	rogers cable inc. bloor
c02170276	rogers cable inc. bloor
c02170297	rogers cable inc. bloor
c02170313	rogers cable inc. bloor
c02170319	rogers cable inc. bloor
c02170340	rogers cable inc. bloor
c02170365	rogers cable inc. bloor
c02170384	rogers cable inc. ajax
c02170405	rogers cable inc. ajax
c02170411	rogers cable inc. ajax
c02170499	rogers cable inc. ajax
c02170512	rogers cable inc. ajax
c02170566	rogers cable inc. basp
c02170582	rogers cable inc. basp
c02170611	rogers cable inc. bawk
c02170637	rogers cable inc. bawk
c02170674	rogers cable inc. hnsn
c02170697	rogers cable inc. hnsn
c02170705	rogers cable inc. hnsn
c02170734	rogers cable inc. hnsn
c02170810	rogers cable inc. hnsn
c02170825	rogers cable inc. hnsn
c02170869	rogers cable inc. flfrd
c02170904	rogers cable inc. flfrd
c00001627	export development organization
c00002033	weldwood of canada limited
c00002833	mcmillan bathurst
c00003511	corporate computers inc
c00003585	bell sygma systems management inc
c00011661	gtis
c00012620	gtis
c00012637	gtis
c00037836	videotron ltee
c00047485	northwest education loan assoc.
c00060398	videotron ltee
c00061107	videotron ltee
c00085358	videotron ltee
c00085377	videotron ltee
c00085378	videotron ltee
c00085403	videotron ltee
c00085405	videotron ltee
c00085413	videotron ltee
c00090014	videotron ltee
c00090016	videotron ltee
c00101594	bitumar inc.
c00104834	videotron ltee
c00104840	videotron ltee
c00104870	videotron ltee
c00104892	videotron ltee
c00129893	videotron ltee
c00129913	videotron ltee
c00129943	videotron ltee
c00129954	videotron ltee
c00129989	videotron ltee
c00130256	oeone corporation
c00143165	hostpro, inc
c00143166	hostpro, inc
c00147389	videotron ltee
c00147395	videotron ltee
c00147413	videotron ltee
c00147416	videotron ltee
c00148507	videotron ltee
c00165920	videotron ltee
c00170299	videotron ltee
c00173221	rogers telecom inc.
c00174806	videotron ltee
c00179020	web2010
c00202103	videotron ltee
c00202719	videotron ltee
c00218204	videotron ltee
c00218212	videotron ltee
c00218230	videotron ltee
c00224225	videotron ltee
c00239374	polymax solutions technologiques inc
c00259348	jusikana informatique
c00370602	cidc-internal use
c00380951	royal pipe co
c00405311	osprey media group
c00503810	videotron ltee
c00503904	videotron ltee
c00503922	videotron ltee
c00503953	videotron ltee
c00503961	videotron ltee
c00506587	videotron ltee
c00506599	videotron ltee
c00506637	videotron ltee
c00506719	videotron ltee
c00506749	videotron ltee
c00506757	videotron ltee
c00507005	videotron ltee
c00507317	videotron ltee
c00507325	videotron ltee
c00507366	videotron ltee
c00517499	videotron ltee
c00517517	videotron ltee
c00524856	digital motorworks
c00645448	radiant communications - internal test account toronto
c00645488	coshino e-commerce corp
c00645511	digi expert
c00649103	doteasy technology inc.
c00649108	doteasy technology inc.
c00649114	doteasy technology inc.
c00656576	telescopetime
c00663654	cast microsystems ltd.
c00690418	videotron ltee
c00690425	videotron ltee
c00750457	bell canada web site hosting
c00751154	radiant communications - staff (jim martin)
c00782132	cronomagic canada inc.
c00787571	bell west inc.
c00806378	videotron ltee
c00806460	videotron ltee
c00806488	videotron ltee
c00806490	videotron ltee
c00837950	american express
c00854095	wiband communications
c00890823	mts internet
c00890841	mts internet
c00907907	algorithme pharma inc.
c00925492	bell advanced communications inc.
c00963923	les services internet abacom
c00973526	videotron ltee
c00973587	videotron ltee
c00973596	videotron ltee
c00973611	videotron ltee
c00973639	videotron ltee
c00973820	videotron ltee
c00974417	videotron ltee
c00989232	sympatico hse
c00999925	sympatico hse
c01003677	sympatico hse
c01048964	unifeed base station
c01049739	sympatico hse
c01057075	sympatico hse
c01068409	persona communications
c01081223	canada post corp.
c01081238	canada post corp.
c01081298	canada post corp.
c01081347	canada post corp.
c01081407	canada post corp.
c01081461	canada post corp.
c01081489	canada post corp.
c01081507	canada post corp.
c01081554	canada post corp.
c01081594	canada post corp.
c01081600	canada post corp.
c01081604	canada post corp.
c01081616	canada post corp.
c01081684	canada post corp.
c01110081	cachelan
c01114677	ingram micro
c01114690	videotron ltee
c01114732	videotron ltee
c01114736	videotron ltee
c01114741	videotron ltee
c01140592	enmax envision inc.
c01167548	sympatico hse
c01197378	videotron ltee
c01197430	videotron ltee
c01199733	videotron ltee
c01199739	videotron ltee
c01199847	videotron ltee
c01281613	cyber beach communications
c01297204	videotron ltee
c01297207	videotron ltee
c01297316	videotron ltee
c01297370	videotron ltee
c01297375	videotron ltee
c01297376	videotron ltee
c01297402	videotron ltee
c01297431	videotron ltee
c01297445	videotron ltee
c01297502	videotron ltee
c01297516	videotron ltee
c01297567	videotron ltee
c01297569	videotron ltee
c01306522	merit solutions
c01328404	videotron ltee
c01328420	videotron ltee
c01328436	videotron ltee
c01328609	videotron ltee
c01341643	bluewater tv cable, limited
c01343179	ccroute inc.
c01351510	capital tool and design limited
c01354160	sympatico hse
c01359509	videotron ltee
c01359514	videotron ltee
c01359527	videotron ltee
c01359554	videotron ltee
c01359555	videotron ltee
c01359556	videotron ltee
c01371109	persona communications inc.
c01390435	videotron ltee
c01390445	videotron ltee
c01390452	videotron ltee
c01410176	new edge networks - goodman distribution, inc.
c01441834	protek systems
c01453081	nova-tek innovations inc.
c01453189	alberta education
c01453195	alberta education
c01453208	lemalu holdings
c01456284	sympatico hse
c01487653	sympatico hse
c01489170	nexicom inc.
c01509532	sympatico
c01509541	sympatico hse
c01509613	sympatico
c01509626	sympatico
c01520319	gateway health inc
c01522676	fci broadband - dynamic residential ip pool
c01531598	canadian environ and metallurgical inc.
c01546964	videotron ltee
c01546977	videotron ltee
c01547018	videotron ltee
c01547035	videotron ltee
c01547055	videotron ltee
c00001893	stentor canadian network management
c00002029	weldwood of canada limited
c00003576	bell sygma systems management inc
c00003582	bell sygma systems management inc
c00003590	bell sygma systems management inc
c00009318	gtis
c00009346	microset systems inc.
c00037835	videotron ltee
c00039893	videotron ltee
c00039903	videotron ltee
c00040254	sasquatch books
c00047489	lightrealm, inc.
c00060019	lightrealm
c00060409	videotron ltee
c00060436	videotron ltee
c00060460	lightrealm
c00061108	videotron ltee
c00085414	videotron ltee
c00090009	videotron ltee
c00104795	videotron ltee
c00104886	videotron ltee
c00105162	videotron ltee
c00105546	videotron ltee
c00109420	glen erin inn
c00129926	videotron ltee
c00129935	videotron ltee
c00129941	videotron ltee
c00129944	videotron ltee
c00129946	videotron ltee
c00129956	videotron ltee
c00129964	videotron ltee
c00129992	videotron ltee
c00130207	videotron ltee
c00147379	videotron ltee
c00147384	videotron ltee
c00148465	videotron ltee
c00148466	videotron ltee
c00148478	videotron ltee
c00156591	videotron ltee
c00158340	videotron ltee
c00177705	videotron ltee
c00177708	videotron ltee
c00179021	web2010
c00202058	videotron ltee
c00202071	videotron ltee
c00202714	videotron ltee
c00217980	videotron ltee
c00221345	videotron ltee
c00230348	terago ptp networks inc.
c00230394	bell canada labs
c00337842	supralink solution inc
c00372816	myhostsolutions inc
c00411246	oceanwide marine network
c00430904	black sun inc.
c00469831	teksavvy solutions inc
c00477995	gm civtech services
c00503859	videotron ltee
c00503870	videotron ltee
c00503900	videotron ltee
c00503926	videotron ltee
c00503928	videotron ltee
c00506607	videotron ltee
c00506613	videotron ltee
c00506658	videotron ltee
c00506674	videotron ltee
c00506703	videotron ltee
c00507378	videotron ltee
c00507384	videotron ltee
c00512381	datastore
c00515971	bell sympatico
c00516607	mipps inc.
c00631349	videotron ltee
c00631396	videotron ltee
c00639998	videotron ltee
c00690443	videotron ltee
c00768571	milltown motors ltd.
c00790334	groupe acces communications
c00806336	videotron ltee
c00806382	videotron ltee
c00806466	videotron ltee
c00810965	bell canada - end2end
c00824826	franco nord board
c00838191	target marketing
c00855490	avalon interconnect
c00890806	mts internet
c00890812	mts internet
c00890831	mts internet
c00890842	mts internet
c00890844	mts internet
c00919552	aliotours
c00961582	lex pacifica law corp.
c00973573	videotron ltee
c00973598	videotron ltee
c00973603	videotron ltee
c00973636	videotron ltee
c00973638	videotron ltee
c00973640	videotron ltee
c00973674	videotron ltee
c00973768	videotron ltee
c00973773	videotron ltee
c00973940	videotron ltee
c00977428	grande prairie cpe
c00979703	grande prairie fiber cpe
c01039044	witbe
c01081211	canada post corp.
c01081287	canada post corp.
c01081313	canada post corp.
c01081326	canada post corp.
c01081330	canada post corp.
c01081372	canada post corp.
c01081373	canada post corp.
c01081409	canada post corp.
c01081505	canada post corp.
c01081539	canada post corp.
c01081547	canada post corp.
c01081569	canada post corp.
c01081689	canada post corp.
c01110084	nasn licensing inc.
c01114691	videotron ltee
c01114715	videotron ltee
c01114719	videotron ltee
c01129047	netstone communications
c01155328	altimax ventures
c01188890	st. lawrence college
c01197359	videotron ltee
c01197379	videotron ltee
c01197440	videotron ltee
c01199751	videotron ltee
c01199779	videotron ltee
c01199813	videotron ltee
c01234485	seven l networks
c01256785	high speed fx communications inc.
c01270269	canadian bar association
c01281618	cyber beach communications
c01297003	videotron ltee
c01297136	videotron ltee
c01297267	videotron ltee
c01297287	videotron ltee
c01297292	videotron ltee
c01297382	videotron ltee
c01297384	videotron ltee
c01297488	videotron ltee
c01297489	videotron ltee
c01297515	videotron ltee
c01297578	videotron ltee
c01302986	storm internet services
c01303090	amdocs canada managed services
c01312324	liquidnet ltd.
c01328675	videotron ltee
c01329438	videotron ltee
c01333629	videotron ltee
c01340481	sympatico hse
c01343184	ccroute inc.
c01359395	videotron ltee
c01359405	videotron ltee
c01359421	videotron ltee
c01371098	persona communications inc.
c01374409	thti-internal noc internet access
c01392282	system access solution
c01442648	mipps-a primus company
c01464499	tcn systems
c01476144	persona communications inc.
c01486802	sympatico hse
c01508754	sympatico
c01508772	sympatico
c01509527	sympatico
c01509540	sympatico hse
c01517736	sympatico hse
c01531307	metrobridge networks corporation
c01546962	videotron ltee
c01547037	videotron ltee
c01547118	videotron ltee
c01547138	videotron ltee
c01547187	videotron ltee
c01547257	videotron ltee
c01547270	videotron ltee
c01547290	videotron ltee
c01547327	videotron ltee
c01547338	videotron ltee
c01550226	arya persian tv
c01558705	rogers cable inc. abcgy
c01569164	rogers cable inc. nshlfx
c01574348	greater toronto airport
c01585255	cablevision du nord de quebec
c01654192	bonnyville cpe
c01658536	persona communications
c01659163	walk with ronsons
c01670704	radiant vancouver
c01670828	o a solutions
c01686143	homeaway, inc.
c01691105	cidc internal use
c01725096	larway transportation
c01728286	tbaytel
c01765490	videotron ltee
c01547087	videotron ltee
